lgMHI,lgMstar,NUVr,lgmust,lgSFR_tot_median,W50cor,INCL,lvir_ratB
10.006,10.785,4.91,9.02,-0.34799096,383.0,57.2,-3.559657
9.383,10.199,2.8,8.4,-0.15465845,280.0,43.2,-0.36435014
9.845,10.764,5.68,9.0,-1.1552631,502.0,52.1,-1.2631694
9.797,10.294,4.05,8.88,0.34981743,647.0,74.1,-0.19006546
8.746,10.451,3.91,8.83,-0.19871365,31.0,36.2,-3.5477448
9.303,10.426,4.42,9.14,-0.68609613,336.0,70.0,-0.5678669
9.118,10.882,5.33,9.22,-0.16648936,0.0,74.8,-3.6439855
9.003,10.556,4.54,8.74,0.0505995,240.0,56.9,-0.45905563
9.596,10.751,3.94,8.8,-0.6327068,319.0,56.9,-3.6013522
8.816,10.62,6.14,9.51,-1.1951299,0.0,59.1,-4.3326135
9.586,10.061,2.77,8.2,0.08383838,247.0,66.7,-4.2936006
9.012,10.405,3.44,9.03,0.18000022,453.0,71.7,-3.8987367
9.334,10.637,3.46,8.91,0.5863112,322.0,57.7,-1.7145724
9.329,10.297,3.72,8.57,0.31911045,412.0,68.3,-3.52197
9.55,10.717,3.49,9.18,-0.4584209,362.0,30.2,-0.92600197
9.208,11.072,4.2,9.08,-0.6880502,0.0,36.2,-1.2777909
9.734,10.544,4.18,9.12,-0.7109825,457.0,55.2,-1.1673039
9.565,10.442,5.73,9.22,-1.228125,465.0,60.2,-0.98809737
10.03,10.915,4.56,9.17,-0.49215683,427.0,75.0,-1.4183553
9.88,10.1,2.06,8.6,0.3217925,149.0,69.5,-3.873206
8.804,10.499,5.42,9.14,0.33470318,354.0,77.2,-0.29904875
9.644,10.103,3.88,8.36,-0.63391095,328.0,82.1,-0.9447042
8.9,10.414,5.4,9.29,-0.8480768,453.0,31.8,-0.2048564
10.15,11.094,4.67,9.02,0.070418924,291.0,75.8,-0.4784516
8.924,10.054,3.54,8.76,-0.6240991,322.0,84.9,-0.12517032
9.12,10.993,5.73,8.96,-1.1347998,0.0,57.7,-0.7202503
8.682,10.336,5.29,8.79,-1.2563252,0.0,82.9,-0.06337023
9.302,10.542,4.8,9.05,-0.7626373,434.0,63.0,-1.1500388
9.735,10.39,3.13,9.07,-0.27577505,341.0,71.3,-0.62448704
9.788,10.87,6.02,9.31,-0.9677965,450.0,59.1,-3.8844898
9.78,9.941844,2.26,8.65,0.13752946,236.0,43.5,-2.8367321
9.789,10.896,4.49,9.18,-1.2109929,448.0,56.8,-0.82853824
9.044,10.129,2.92,8.51,-0.038755238,235.0,60.5,-4.121653
9.944,10.69,3.49,8.48,-0.56641,161.0,61.1,-3.498913
9.411,10.557,3.89,9.03,-1.2484963,356.0,71.6,-4.154525
8.767,10.554,5.73,9.12,-1.3172661,0.0,39.0,-0.0106042605
8.731,10.616,4.62,8.75,-1.3499999,197.0,40.5,-3.6692104
8.89,10.267,4.3,9.23,0.24020839,313.0,51.4,0.049982373
9.732,10.956,3.78,8.89,-0.35534585,370.0,44.4,-0.19131947
8.744,10.101,4.18,8.6,-0.7113952,0.0,28.2,-0.04187946
9.571,10.62,3.41,8.72,0.11812498,304.0,53.6,-0.065137334
8.936,10.775,5.44,9.39,-1.4210526,0.0,23.4,0.052145407
8.702,10.498,4.56,8.72,-0.52912354,263.0,60.8,-0.3904409
8.695,10.41,5.11,9.18,-1.1401514,0.0,68.0,-3.6221101
8.652,10.463,5.76,9.27,-1.2537162,0.0,30.2,-0.7088694
8.308,10.107256,5.29,9.14,-1.2245283,0.0,73.4,-0.6451138
9.248,11.078,6.19,9.42,-1.1576922,0.0,48.0,-0.5963778
9.416,11.224,6.23,9.13,-0.27014378,548.0,85.7,-0.0033770814
9.256,10.562,4.61,9.16,-1.1912879,311.0,56.5,-4.1363387
9.06,10.872,5.72,9.16,-0.35357136,0.0,49.8,-0.22672155
9.013,10.871,5.73,9.2,-1.2490445,0.0,66.0,-0.081224546
9.541,10.583,4.86,8.86,0.24021745,356.0,71.4,-0.14269121
9.616,10.736,3.61,8.59,-0.2623036,137.0,34.2,-0.53663707
9.087,10.859,5.5,9.07,-1.1301526,0.0,46.0,-0.06665904
9.755,11.164,5.18,8.78,-1.0084071,365.0,55.8,0.040266655
9.318,10.922,5.86,9.38,-1.2007195,557.0,40.5,-0.047540586
9.846,10.285,2.85,8.41,0.07064904,238.0,49.4,-3.948189
9.337,11.195,6.39,9.46,-1.014557,0.0,52.6,-0.8074019
9.367,11.22,6.66,9.34,-1.0118881,0.0,44.9,-2.1826825
8.662,10.402,5.26,9.42,0.20471723,254.0,30.9,-4.599727
9.375,11.309,5.16,9.29,-0.94545436,0.0,39.2,-1.8909942
8.992,10.775,5.72,9.13,-0.859589,0.0,54.3,-3.787743
8.664,10.334,5.61,9.37,-1.2838361,0.0,42.9,-0.7092106
9.27,10.778,4.94,8.77,0.15561236,392.0,48.6,-4.170143
9.945,11.122,5.04,9.47,0.113005735,837.0,45.5,-0.9291828
9.834,10.603,3.97,8.71,0.62651294,268.0,73.2,-0.5158023
9.517,10.25,3.31,8.12,-0.011202766,288.0,63.1,-4.0206666
